,Unnamed: 0,Unnamed: 0.1,Datetime,Tweet Id,Raw content,Text,Username,Reply Count,Retweet Count,Like Count,Quote Count,View Count,Hashtags,Media,Coordinates,Place,Informative/Not Informative
904227,904227,293456,2017-08-27 03:49:28+00:00,"9,01652862056489E+017","RT @RedCross: ""We will be here ... as long as we're needed."" #HurricaneHarvey https://t.co/Dalr5sDl5q","RT @RedCross: ""We will be here ... as long as we're needed."" #HurricaneHarvey https://t.co/Dalr5sDl5q",suebrackney,0,932,0,0,,['HurricaneHarvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/901609110839361536/img/v269cpjsLCAyY6IK.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/901609110839361536/vid/640x360/yiUCMw94eFjfiKFs.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/amplify_video/901609110839361536/vid/320x180/_q6y_2DVQifq6JSv.mp4', contentType='video/mp4', bitrate=320000), VideoVariant(url='https://video.twimg.com/amplify_video/901609110839361536/vid/1280x720/BhU9rsIGM_gfob57.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/amplify_video/901609110839361536/pl/7JwIegwroTTc-Q_y.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=58.825, views=116454, altText=None)]",,,1
3138417,3138417,779732,2017-08-31 18:38:26+00:00,"9,03326125790659E+017",RT @FoxNews: New evacuation orders issued near Barker Reservoir in Houston. #Harvey https://t.co/a4MG2xEJp4,RT @FoxNews: New evacuation orders issued near Barker Reservoir in Houston. #Harvey https://t.co/a4MG2xEJp4,HeatherMBurtley,0,93,0,0,,['Harvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/media/DIkgtTrWsAE12GH.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/903288561574825984/pl/hikcLl760EKFGFoh.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/903288561574825984/vid/320x180/9vMzo8BNv9-WfrCZ.mp4', contentType='video/mp4', bitrate=320000), VideoVariant(url='https://video.twimg.com/amplify_video/903288561574825984/vid/1280x720/bctcXjlhOvU90SVU.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/amplify_video/903288561574825984/vid/640x360/P20hs1OGEFHnEVtS.mp4', contentType='video/mp4', bitrate=832000)], duration=171.238, views=24954, altText=None)]",,,
3016927,3016927,658242,2017-08-31 08:52:12+00:00,"9,03178595899777E+017",RT @YEARSofLIVING: Here are the #ClimateFacts about #HurricaneHarvey. https://t.co/lECmNlmbCh,RT @YEARSofLIVING: Here are the #ClimateFacts about #HurricaneHarvey. https://t.co/lECmNlmbCh,broni_coles,0,13621,0,0,,"['ClimateFacts', 'HurricaneHarvey']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/902176180912128000/pu/img/JqLHRmCTQzFV7KvO.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/902176180912128000/pu/vid/480x480/zZ3QpG5dYY6JUvfg.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902176180912128000/pu/pl/O6jWCs5ITOyzwqkI.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/902176180912128000/pu/vid/240x240/wZD6JqJ2_kk03cql.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902176180912128000/pu/vid/720x720/F7EcaaHOz9zSg0zS.mp4', contentType='video/mp4', bitrate=1280000)], duration=88.505, views=1157766, altText=None)]",,,1
2258752,2258752,487973,2017-08-29 18:14:01+00:00,"9,02595205832036E+017",RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj,RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj,BoojieNeek,0,32515,0,0,,"['HarveyFlood', 'HurricaneHarvey']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/902328019464765440/pu/img/ygNMRmiHpxlbRaOb.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/vid/720x720/QZrYzuk-wfsK2TjE.mp4', contentType='video/mp4', bitrate=1280000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/pl/zpOtsxxH7skFq60N.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/vid/240x240/Y9XVgJv1t742CgfH.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/vid/480x480/3HYSeiWE-SdjhheP.mp4', contentType='video/mp4', bitrate=832000)], duration=26.427, views=3559331, altText=None)]",,,1
2227745,2227745,456966,2017-08-29 17:14:57+00:00,"9,02580343164854E+017","RT @AustinKellerman: 'GOING TO SAVE SOME LIVES'

Heroes converging in #Houston

#houstonflood #HurricaneHarvey https://t.co/052ObBBrpx","RT @AustinKellerman: 'GOING TO SAVE SOME LIVES'

Heroes converging in #Houston

#houstonflood #HurricaneHarvey https://t.co/052ObBBrpx",ReadingMindz,0,8757,0,0,,"['Houston', 'houstonflood', 'HurricaneHarvey']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/901879468515500032/pu/img/GNtHINbvBsN2XInc.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/901879468515500032/pu/pl/N100AJV33zKQ-ZQU.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/901879468515500032/pu/vid/1280x720/YptoOBDy93p_Lb-s.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901879468515500032/pu/vid/640x360/q4Iz1NwrG6LIavLR.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901879468515500032/pu/vid/320x180/tzZGLcsfnWU7Erbt.mp4', contentType='video/mp4', bitrate=256000)], duration=13.704, views=7327720, altText=None)]",,,1
1870714,1870714,99935,2017-08-28 21:45:37+00:00,"9,02286069185556E+017",RT @mrkmully: Bunnies being rescued along with people #Harvey2017 #houstonflood https://t.co/Slnnn6LkFR,RT @mrkmully: Bunnies being rescued along with people #Harvey2017 #houstonflood https://t.co/Slnnn6LkFR,AdultBroker1,0,793,0,0,,"['Harvey2017', 'houstonflood']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/901889710204772352/pu/img/udf1LUkLIIyClUp2.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/901889710204772352/pu/vid/320x180/tayKs7RbVB6Dqv_0.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901889710204772352/pu/vid/640x360/GRM7Yg530ndDE6dE.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901889710204772352/pu/vid/1280x720/NrtGJMb4WC79Iuxu.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901889710204772352/pu/pl/elBVMw2gDI86DUBF.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=15.11, views=105550, altText=None)]",,,1
664489,664489,53718,2017-08-26 09:29:01+00:00,"9,01375924867871E+017",RT @NBCNews: WATCH: Corpus Christi firefighters respond to a major house fire during #HurricaneHarvey https://t.co/lZTLqZg8Gt,RT @NBCNews: WATCH: Corpus Christi firefighters respond to a major house fire during #HurricaneHarvey https://t.co/lZTLqZg8Gt,ismkaya,0,336,0,0,,['HurricaneHarvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/901362028127846400/img/o3LrCPIBOyTlPmYL.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/901362028127846400/pl/eNFMKsP7ELrfHOx3.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/901362028127846400/vid/180x320/GbUmAeWZxMuIjEqv.mp4', contentType='video/mp4', bitrate=320000)], duration=24.253, views=114202, altText=None)]",,,1
2750954,2750954,392269,2017-08-30 16:55:21+00:00,"9,02937799548068E+017",Members affected by #Harvey have many options to file a claim: https://t.co/K7fgfWszkP. Call us at 770-461-3495 with questions. Stay safe! https://t.co/v2RjD5sqNq,Members affected by #Harvey have many options to file a claim: bit.ly/2vByw8H. Call us at 770-461-3495 with questions. Stay safe! https://t.co/v2RjD5sqNq,KearnsAgency,0,0,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIfhJIHUwAAQMCs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIfhJIHUwAAQMCs?format=jpg&name=orig', altText=None)]",,,0
2973881,2973881,615196,2017-08-31 03:23:52+00:00,"9,03095970421932E+017","Honestly did a double-take reviewing rainfall for Beaumont / Port Arthur. This station is now 50.56"" above normal YTD. Astounding. #Harvey https://t.co/icFE1h7yrZ","Honestly did a double-take reviewing rainfall for Beaumont / Port Arthur. This station is now 50.56"" above normal YTD. Astounding. #Harvey https://t.co/icFE1h7yrZ",SteveBowenWx,0,1,3,1,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIhwVK7WsAAMLe2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIhwVK7WsAAMLe2?format=jpg&name=orig', altText=None)]",,,0
3345492,3345492,986807,2017-09-01 16:44:00+00:00,"9,03659717435806E+017",Al menos 46 muertos ha dejado #HarveyStorm a su paso por #EstadosUnidos @texasgov https://t.co/DOPQCuz16K,Al menos 46 muertos ha dejado #HarveyStorm a su paso por #EstadosUnidos @texasgov https://t.co/DOPQCuz16K,EstoesVer,0,0,0,0,,"['HarveyStorm', 'EstadosUnidos']","[Photo(previewUrl='https://pbs.twimg.com/media/DIpxrF6W4AAua2P?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIpxrF6W4AAua2P?format=jpg&name=orig', altText=None)]",,,0
368022,368022,368022,2017-08-25 21:25:14+00:00,"9,01193775325876E+017",Beautiful from space. But scary on the ground #HurricaneHarvey #nasa #ISS https://t.co/1aUcX9Os3x,Beautiful from space. But scary on the ground #HurricaneHarvey #nasa #ISS https://t.co/1aUcX9Os3x,jeanphi01,0,0,1,0,,"['HurricaneHarvey', 'nasa', 'ISS']","[Photo(previewUrl='https://pbs.twimg.com/media/DIGu8-cWAAAae4f?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIGu8-cWAAAae4f?format=jpg&name=orig', altText=None)]",,,0
1620325,1620325,428902,2017-08-28 13:14:43+00:00,"9,02157496101503E+017",RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10,RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10,MarioMarquez007,0,7207,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIQmzPZWsAIew84?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIQmzPZWsAIew84?format=jpg&name=orig', altText=None)]",,,1
1015278,1015278,404507,2017-08-27 14:56:10+00:00,"9,01820639161541E+017",our house is flooded and my brother out here having my mom make him breakfast tacos 😂 #houstonflood #HurricaneHarvey https://t.co/iijmSBRigM,our house is flooded and my brother out here having my mom make him breakfast tacos 😂 #houstonflood #HurricaneHarvey https://t.co/iijmSBRigM,jennlaflame,4,13,27,2,,"['houstonflood', 'HurricaneHarvey']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/901820566159720448/pu/img/ivg14ch0HfF0D3zF.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/901820566159720448/pu/vid/360x640/EtLA8BtY0hDm6cE6.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901820566159720448/pu/vid/180x320/2OgoiGEITW44pPQP.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901820566159720448/pu/pl/uAweNwREhzUg98Aq.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=9.773, views=950, altText=None)]",,,0
1483697,1483697,292274,2017-08-28 03:08:23+00:00,"9,0200491026219E+017",RT @USCG: #USCG crews continue working to rescue victims of the aftermath of #HurricaneHarvey. #Harvey https://t.co/ywcdLoh7GP,RT @USCG: #USCG crews continue working to rescue victims of the aftermath of #HurricaneHarvey. #Harvey https://t.co/ywcdLoh7GP,Libertee__Belle,0,1602,0,0,,"['USCG', 'HurricaneHarvey', 'Harvey']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/901956933963325440/pu/img/0iDBVW_p1Vxrmabh.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/901956933963325440/pu/vid/320x180/a9DhxSwglymv35eT.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901956933963325440/pu/pl/dpwwsbVQwkT83jQY.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/901956933963325440/pu/vid/640x360/GwX5xx9F0JiLgJac.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901956933963325440/pu/vid/1280x720/qSFpIkdZmEZdwttA.mp4', contentType='video/mp4', bitrate=2176000)], duration=40.936, views=124350, altText=None)]",,,1
1237441,1237441,46018,2017-08-27 20:31:42+00:00,"9,01905081532113E+017",RT @CourtneyABC13: The rain will NOT stop. #abc13 #Houston #Harvey https://t.co/Wits6FH4eT,RT @CourtneyABC13: The rain will NOT stop. #abc13 #Houston #Harvey https://t.co/Wits6FH4eT,dretre91,0,48,0,0,,"['abc13', 'Houston', 'Harvey']","[Photo(previewUrl='https://pbs.twimg.com/media/DIPjn24UEAERUf8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIPjn24UEAERUf8?format=jpg&name=orig', altText=None)]",,,1
3127255,3127255,768570,2017-08-31 17:57:20+00:00,"9,03315786252636E+017",RT @symantec: Symantec is proud to support @TeamRubicon for Hurricane #Harvey relief https://t.co/rIYOHPrSr1,RT @symantec: Symantec is proud to support @TeamRubicon for Hurricane #Harvey relief https://t.co/rIYOHPrSr1,NoLostindc,0,34,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIgZKXVUQAAs5a8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIgZKXVUQAAs5a8?format=jpg&name=orig', altText=None)]",,,0
428591,428591,428591,2017-08-25 23:15:48+00:00,"9,01221600665711E+017",RT @AmjadIsmail90: Even in a hurricane no one is taking the cowboys coolers 😂 #Harvey2017 #houstontexans https://t.co/5fgSRGTh9d,RT @AmjadIsmail90: Even in a hurricane no one is taking the cowboys coolers 😂 #Harvey2017 #houstontexans https://t.co/5fgSRGTh9d,99Cardenass,0,5975,0,0,,"['Harvey2017', 'houstontexans']","[Photo(previewUrl='https://pbs.twimg.com/media/DIE7qIFUQAMmW8H?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIE7qIFUQAMmW8H?format=jpg&name=orig', altText=None)]",,,0
1063454,1063454,452683,2017-08-27 16:19:47+00:00,"9,01841684534878E+017",RT @ChrChristensen: This is how bad things are in #Houston...and a lot more rain to come. #houstonflood https://t.co/wYfIQpaI8M,RT @ChrChristensen: This is how bad things are in #Houston...and a lot more rain to come. #houstonflood https://t.co/wYfIQpaI8M,CherylPonders,0,3302,0,0,,"['Houston', 'houstonflood']","[Photo(previewUrl='https://pbs.twimg.com/media/DIPQKSKWAAA-mTO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIPQKSKWAAA-mTO?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIPQKSCW4AAeJk8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIPQKSCW4AAeJk8?format=jpg&name=orig', altText=None)]",,,1
1627177,1627177,435754,2017-08-28 13:32:11+00:00,"9,02161895016329E+017",RT @Apocalypse4Real: @StuOstro @PaleoForams Rainfall area over 25+ inches from #Harvey is expanding by the hour. https://t.co/OSCsBrwemf,RT @Apocalypse4Real: @StuOstro @PaleoForams Rainfall area over 25+ inches from #Harvey is expanding by the hour. https://t.co/OSCsBrwemf,Fol77Sunny,0,4,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DISGFDHUIAAJHdw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DISGFDHUIAAJHdw?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DISGGdPVwAAdIsg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DISGGdPVwAAdIsg?format=jpg&name=orig', altText=None)]",,,0
1701791,1701791,510368,2017-08-28 16:10:21+00:00,"9,02201697505829E+017","RT @RealWendyBelle: When even the #houstonflood can't dent your American spirit. 💪🇺🇸
#houstonstrong https://t.co/GopvV3vwUj","RT @RealWendyBelle: When even the #houstonflood can't dent your American spirit. 💪🇺🇸
#houstonstrong https://t.co/GopvV3vwUj",Lynnlittle08,0,856,0,0,,"['houstonflood', 'houstonstrong']","[Photo(previewUrl='https://pbs.twimg.com/media/DIQc8z5XoAAxi6q?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIQc8z5XoAAxi6q?format=jpg&name=orig', altText=None)]",,,0
1832271,1832271,61492,2017-08-28 20:26:40+00:00,"9,02266200574485E+017","RT @CNN: Fire destroyed a family's home during #Harvey, but this Virgin Mary statue survived https://t.co/n2n9aHCoh0 https://t.co/oGIyo461Zj","RT @CNN: Fire destroyed a family's home during #Harvey, but this Virgin Mary statue survived cnn.it/2wXxibg https://t.co/oGIyo461Zj",rashidaldosari,0,673,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIV3hoYW0AAgoTa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIV3hoYW0AAgoTa?format=jpg&name=orig', altText=None)]",,,0
858955,858955,248184,2017-08-26 23:10:24+00:00,"9,01582632919716E+017","RT @Eric_Howardd: Only in Houston, TX lol 😭😭😭 #HurricaneHarvey https://t.co/uLTKjkevRe","RT @Eric_Howardd: Only in Houston, TX lol 😭😭😭 #HurricaneHarvey https://t.co/uLTKjkevRe",Ransses_11,0,14635,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIGbf7YU0AAxEkd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIGbf7YU0AAxEkd?format=jpg&name=orig', altText=None)]",,,0
2985667,2985667,626982,2017-08-31 04:07:55+00:00,"9,0310705359768E+017",RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj,RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj,megantepley22,0,32515,0,0,,"['HarveyFlood', 'HurricaneHarvey']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/902328019464765440/pu/img/ygNMRmiHpxlbRaOb.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/vid/720x720/QZrYzuk-wfsK2TjE.mp4', contentType='video/mp4', bitrate=1280000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/pl/zpOtsxxH7skFq60N.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/vid/240x240/Y9XVgJv1t742CgfH.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/vid/480x480/3HYSeiWE-SdjhheP.mp4', contentType='video/mp4', bitrate=832000)], duration=26.427, views=3559331, altText=None)]",,,1
1936595,1936595,165816,2017-08-29 00:12:54+00:00,"9,02323135160226E+017",RT @UniNoticias: Con y sin inundaciones: El antes y después de Houston tras #Harvey. https://t.co/ubbAHfgXZh,RT @UniNoticias: Con y sin inundaciones: El antes y después de Houston tras #Harvey. https://t.co/ubbAHfgXZh,maribelpichard3,0,167,0,0,,['Harvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/902321641488777216/img/7fF1iMqIKahNKLMH.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/902321641488777216/vid/320x180/PfHt5KWzOMCnBZWL.mp4', contentType='video/mp4', bitrate=320000), VideoVariant(url='https://video.twimg.com/amplify_video/902321641488777216/pl/dkjsuKN7pZV68S_E.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/902321641488777216/vid/1280x720/TAE2YXKFB4pPSaiD.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/amplify_video/902321641488777216/vid/640x360/KljZjAFUXkFCTM58.mp4', contentType='video/mp4', bitrate=832000)], duration=68.068, views=8087, altText=None)]",,,1
670304,670304,59533,2017-08-26 10:25:02+00:00,"9,01390020287893E+017",RT @Rique_210: We Survived Once We Can Survive Again #HurricaneHarvey https://t.co/280Qb9DhRj,RT @Rique_210: We Survived Once We Can Survive Again #HurricaneHarvey https://t.co/280Qb9DhRj,Siighgen,0,4248,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIGOhC4UQAIJ_ZW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIGOhC4UQAIJ_ZW?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIGOhixU0AAZZSO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIGOhixU0AAZZSO?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIGOh8tVoAEmD21?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIGOh8tVoAEmD21?format=jpg&name=orig', altText=None)]",,,1
1871447,1871447,100668,2017-08-28 21:47:17+00:00,"9,02286491900096E+017",RT @Mike_Hixenbaugh: Pro tip: Don't touch the floating fire ant colonies. They will ruin your day. #Harvey https://t.co/uwJd0rA7qB,RT @Mike_Hixenbaugh: Pro tip: Don't touch the floating fire ant colonies. They will ruin your day. #Harvey https://t.co/uwJd0rA7qB,TShannn____,0,22326,0,0,,['Harvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/901912174741692416/pu/img/urf9QiRhhF8oDOKP.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/901912174741692416/pu/pl/yJWxVwU6sgHY0Sn6.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/901912174741692416/pu/vid/1280x720/PISxEOwG8poiH0YX.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901912174741692416/pu/vid/320x180/-hz9vX6PoACkuB4y.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901912174741692416/pu/vid/640x360/_Q7wjR8PeBhUiUGZ.mp4', contentType='video/mp4', bitrate=832000)], duration=9.134, views=4687856, altText=None)]",,,0
2991999,2991999,633314,2017-08-31 04:38:21+00:00,"9,03114713478734E+017",RT @ScientologyVM: Our Volunteer Ministers hard at work at #Harvey https://t.co/MYWYvwzicC,RT @ScientologyVM: Our Volunteer Ministers hard at work at #Harvey https://t.co/MYWYvwzicC,HammondJonas,0,25,0,0,,['Harvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/902689701567463424/pu/img/L6yD-aHWLuWbj4Sz.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/902689701567463424/pu/pl/v8lLfSg7u6jk8lBB.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/902689701567463424/pu/vid/480x480/gIY8Lqs9NarU3tSn.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902689701567463424/pu/vid/240x240/38aGSPfquuh2lOlI.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902689701567463424/pu/vid/720x720/0Ct0PVxoc7p3SRnF.mp4', contentType='video/mp4', bitrate=1280000)], duration=44.013, views=2056, altText=None)]",,,0
1277998,1277998,86575,2017-08-27 21:30:02+00:00,"9,01919762661478E+017",RT @Stevenwhirsch99: This is the America Obama created......... #HurricaneHarvey https://t.co/qziMCB1Zwm,RT @Stevenwhirsch99: This is the America Obama created......... #HurricaneHarvey https://t.co/qziMCB1Zwm,s8nsdog,0,156,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIRBLjhV4AAoP16?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIRBLjhV4AAoP16?format=jpg&name=orig', altText=None)]",,,0
200232,200232,200232,2017-08-25 13:22:59+00:00,"9,01072414586622E+017",RT @FortBendISD: #Harvey https://t.co/Cn83LB9Eh0,RT @FortBendISD: #Harvey https://t.co/Cn83LB9Eh0,Ms_Dhukka,0,714,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIBUv3vU0AAp28o?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIBUv3vU0AAp28o?format=jpg&name=orig', altText=None)]",,,0
822994,822994,212223,2017-08-26 20:10:42+00:00,"9,01537407727751E+017","RT @dariusherron1: The differences in damage a category 1, 2, 3, 4, &amp; 5 hurricane can cause.  #hurricaneharvey

 https://t.co/sDP76piZ8N","RT @dariusherron1: The differences in damage a category 1, 2, 3, 4, &amp; 5 hurricane can cause.  #hurricaneharvey

 https://t.co/sDP76piZ8N",ayeethatsstayy,0,11922,0,0,,['hurricaneharvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/784085228826533888/pu/img/NL3bqEm6ctLXsrNw.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/784085228826533888/pu/pl/x6yliP5Ard_W9Arm.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/784085228826533888/pu/vid/318x180/WqMNWQGiFLtvBkNN.mp4', contentType='video/mp4', bitrate=320000)], duration=85.533, views=1575028, altText=None)]",,,0
